mark,symbol,position,time_fraction
full_stop,.,258878,0.4338
comma,",",259082,0.4341
comma,",",259094,0.4341
full_stop,.,259165,0.4343
full_stop,.,259222,0.4344
comma,",",259398,0.4347
full_stop,.,259471,0.4348
full_stop,.,259551,0.4349
comma,",",260080,0.4358
full_stop,.,260113,0.4358
question_mark,?,260153,0.4359
question_mark,?,260184,0.436
question_mark,?,260209,0.436
comma,",",260278,0.4361
comma,",",260290,0.4361
full_stop,.,260331,0.4362
semicolon,;,260507,0.4365
full_stop,.,260706,0.4368
comma,",",260749,0.4369
comma,",",260758,0.4369
comma,",",260769,0.4369
full_stop,.,260881,0.4371
comma,",",261250,0.4378
full_stop,.,261274,0.4378
colon,:,261318,0.4379
comma,",",261342,0.4379
comma,",",261365,0.4379
full_stop,.,261434,0.4381
full_stop,.,261465,0.4381
full_stop,.,261533,0.4382
full_stop,.,261848,0.4388
comma,",",261898,0.4388
full_stop,.,261945,0.4389
colon,:,261980,0.439
full_stop,.,262034,0.4391
comma,",",262089,0.4392
comma,",",262099,0.4392
comma,",",262105,0.4392
full_stop,.,262187,0.4393
semicolon,;,262365,0.4396
full_stop,.,262515,0.4399
comma,",",262570,0.44
full_stop,.,262614,0.44
colon,:,262643,0.4401
comma,",",262686,0.4402
comma,",",262735,0.4402
full_stop,.,262798,0.4403
full_stop,.,262838,0.4404
full_stop,.,263182,0.441
comma,",",263201,0.441
full_stop,.,263239,0.4411
full_stop,.,263277,0.4412
comma,",",263299,0.4412
full_stop,.,263310,0.4412
full_stop,.,263378,0.4413
full_stop,.,263424,0.4414
comma,",",263614,0.4417
comma,",",263629,0.4417
colon,:,263693,0.4418
comma,",",263892,0.4422
comma,",",263903,0.4422
colon,:,263961,0.4423
comma,",",264165,0.4426
colon,:,264229,0.4427
colon,:,264525,0.4432
comma,",",264553,0.4433
colon,:,264781,0.4437
comma,",",264965,0.444
colon,:,265028,0.4441
comma,",",265418,0.4447
full_stop,.,265446,0.4448
comma,",",265519,0.4449
full_stop,.,265603,0.445
full_stop,.,265706,0.4452
semicolon,;,265793,0.4454
comma,",",265882,0.4455
semicolon,;,265967,0.4457
question_mark,?,266060,0.4458
semicolon,;,266150,0.446
exclamation,!,266241,0.4461
semicolon,;,266330,0.4463
semicolon,;,266421,0.4464
semicolon,;,266510,0.4466
full_stop,.,266602,0.4467
full_stop,.,266603,0.4467
full_stop,.,266604,0.4467
semicolon,;,266690,0.4469
semicolon,;,266878,0.4472
colon,:,266968,0.4473
semicolon,;,267053,0.4475
full_stop,.,267319,0.4479
semicolon,;,267432,0.4481
full_stop,.,267859,0.4488
question_mark,?,267894,0.4489
question_mark,?,267919,0.4489
comma,",",267971,0.449
question_mark,?,267991,0.4491
comma,",",268361,0.4497
comma,",",268372,0.4497
colon,:,268699,0.4502
colon,:,269083,0.4509
comma,",",269177,0.451
full_stop,.,269236,0.4511
comma,",",269255,0.4512
full_stop,.,269296,0.4512
full_stop,.,269323,0.4513
comma,",",269345,0.4513
full_stop,.,269358,0.4513
full_stop,.,269441,0.4515
colon,:,269828,0.4521
colon,:,269882,0.4522
colon,:,269938,0.4523
full_stop,.,269953,0.4523
colon,:,270001,0.4524
comma,",",270012,0.4524
colon,:,270161,0.4527
colon,:,270290,0.4529
comma,",",270328,0.453
comma,",",270349,0.453
full_stop,.,270942,0.454
colon,:,270947,0.454
question_mark,?,270979,0.4541
colon,:,270984,0.4541
question_mark,?,271005,0.4541
question_mark,?,271133,0.4543
question_mark,?,271185,0.4544
semicolon,;,271288,0.4546
question_mark,?,271566,0.455
question_mark,?,271666,0.4552
question_mark,?,271858,0.4555
question_mark,?,271934,0.4557
question_mark,?,271990,0.4558
comma,",",272224,0.4561
question_mark,?,272278,0.4562
question_mark,?,272344,0.4563
question_mark,?,272563,0.4567
question_mark,?,272704,0.4569
full_stop,.,272942,0.4573
full_stop,.,272943,0.4573
full_stop,.,272944,0.4573
semicolon,;,273056,0.4575
full_stop,.,273461,0.4582
question_mark,?,273505,0.4583
comma,",",273557,0.4584
comma,",",273569,0.4584
question_mark,?,273580,0.4584
question_mark,?,273634,0.4585
colon,:,274292,0.4596
comma,",",274349,0.4597
colon,:,274675,0.4603
full_stop,.,274754,0.4604
comma,",",274846,0.4605
comma,",",274880,0.4606
full_stop,.,274912,0.4606
comma,",",274981,0.4608
colon,:,275034,0.4609
comma,",",275050,0.4609
question_mark,?,275092,0.4609
colon,:,275479,0.4616
colon,:,275533,0.4617
colon,:,275589,0.4618
full_stop,.,275604,0.4618
colon,:,275652,0.4619
comma,",",275663,0.4619
colon,:,275812,0.4622
full_stop,.,276448,0.4632
question_mark,?,276587,0.4635
semicolon,;,276690,0.4636
comma,",",277182,0.4645
full_stop,.,277292,0.4646
comma,",",277308,0.4647
comma,",",277352,0.4647
full_stop,.,277383,0.4648
question_mark,?,277441,0.4649
question_mark,?,277524,0.465
full_stop,.,277650,0.4652
full_stop,.,277769,0.4654
question_mark,?,277838,0.4656
exclamation,!,277921,0.4657
full_stop,.,278043,0.4659
full_stop,.,278067,0.4659
full_stop,.,278114,0.466
question_mark,?,278194,0.4661
semicolon,;,278277,0.4663
full_stop,.,278395,0.4665
full_stop,.,278472,0.4666
full_stop,.,278495,0.4667
question_mark,?,278554,0.4667
colon,:,278637,0.4669
full_stop,.,278747,0.4671
full_stop,.,278815,0.4672
full_stop,.,278846,0.4672
question_mark,?,278904,0.4673
full_stop,.,279106,0.4677
full_stop,.,279128,0.4677
full_stop,.,279224,0.4679
question_mark,?,279282,0.468
full_stop,.,279573,0.4685
full_stop,.,279788,0.4688
comma,",",279935,0.4691
full_stop,.,280068,0.4693
colon,:,280173,0.4695
full_stop,.,280294,0.4697
full_stop,.,280459,0.4699
full_stop,.,280664,0.4703
comma,",",280693,0.4703
full_stop,.,280731,0.4704
full_stop,.,280888,0.4707
full_stop,.,281037,0.4709
question_mark,?,281119,0.471
comma,",",281233,0.4712
full_stop,.,281326,0.4714
comma,",",281397,0.4715
full_stop,.,281415,0.4715
full_stop,.,281449,0.4716
full_stop,.,281495,0.4717
full_stop,.,281706,0.472
full_stop,.,281827,0.4722
full_stop,.,281867,0.4723
full_stop,.,282093,0.4727
full_stop,.,282136,0.4728
comma,",",282204,0.4729
full_stop,.,282234,0.4729
comma,",",282497,0.4734
full_stop,.,282560,0.4735
question_mark,?,282633,0.4736
full_stop,.,282787,0.4738
comma,",",282974,0.4742
comma,",",283000,0.4742
comma,",",283016,0.4742
full_stop,.,283048,0.4743
full_stop,.,283429,0.4749
full_stop,.,283448,0.475
full_stop,.,283466,0.475
semicolon,;,283502,0.475
colon,:,283511,0.4751
colon,:,283534,0.4751
colon,:,283556,0.4751
colon,:,283580,0.4752
full_stop,.,283661,0.4753
comma,",",283697,0.4754
full_stop,.,283740,0.4754
semicolon,;,283780,0.4755
semicolon,;,283805,0.4755
full_stop,.,283831,0.4756
comma,",",283856,0.4756
full_stop,.,283890,0.4757
semicolon,;,283907,0.4757
full_stop,.,283949,0.4758
full_stop,.,283968,0.4758
semicolon,;,283990,0.4759
full_stop,.,284027,0.4759
colon,:,284053,0.476
comma,",",284063,0.476
colon,:,284070,0.476
semicolon,;,284082,0.476
semicolon,;,284099,0.476
semicolon,;,284112,0.4761
semicolon,;,284121,0.4761
comma,",",284161,0.4761
colon,:,284176,0.4762
full_stop,.,284209,0.4762
comma,",",284220,0.4762
colon,:,284244,0.4763
comma,",",284250,0.4763
colon,:,284278,0.4763
comma,",",284284,0.4764
colon,:,284301,0.4764
comma,",",284316,0.4764
colon,:,284331,0.4764
comma,",",284337,0.4764
colon,:,284360,0.4765
colon,:,284376,0.4765
comma,",",284390,0.4765
colon,:,284410,0.4766
colon,:,284426,0.4766
comma,",",284436,0.4766
colon,:,284446,0.4766
full_stop,.,284490,0.4767
colon,:,284586,0.4769
semicolon,;,284598,0.4769
colon,:,284609,0.4769
semicolon,;,284615,0.4769
comma,",",284633,0.4769
colon,:,284652,0.477
semicolon,;,284660,0.477
colon,:,284667,0.477
semicolon,;,284673,0.477
colon,:,284722,0.4771
comma,",",284737,0.4771
comma,",",284746,0.4771
semicolon,;,284757,0.4771
colon,:,284782,0.4772
semicolon,;,284788,0.4772
colon,:,284809,0.4772
semicolon,;,284818,0.4772
colon,:,284850,0.4773
comma,",",284894,0.4774
comma,",",284912,0.4774
comma,",",284953,0.4775
comma,",",284963,0.4775
semicolon,;,284981,0.4775
colon,:,285013,0.4776
semicolon,;,285022,0.4776
colon,:,285053,0.4776
semicolon,;,285064,0.4777
