mark,symbol,position,time_fraction
colon,:,416655,0.6982
semicolon,;,416660,0.6982
colon,:,416675,0.6982
semicolon,;,416681,0.6982
colon,:,416690,0.6982
full_stop,.,416693,0.6982
semicolon,;,416695,0.6982
colon,:,416704,0.6982
full_stop,.,416713,0.6983
colon,:,416750,0.6983
full_stop,.,416753,0.6983
semicolon,;,416757,0.6983
colon,:,416766,0.6983
full_stop,.,416769,0.6983
semicolon,;,416771,0.6983
colon,:,416780,0.6984
full_stop,.,416789,0.6984
colon,:,416821,0.6984
semicolon,;,416827,0.6984
colon,:,416835,0.6985
semicolon,;,416841,0.6985
colon,:,416849,0.6985
semicolon,;,416869,0.6985
colon,:,416884,0.6985
semicolon,;,416890,0.6985
colon,:,416905,0.6986
semicolon,;,416911,0.6986
colon,:,416929,0.6986
semicolon,;,416938,0.6986
colon,:,416947,0.6986
semicolon,;,416953,0.6987
colon,:,416962,0.6987
full_stop,.,416971,0.6987
colon,:,416999,0.6987
semicolon,;,417005,0.6987
colon,:,417012,0.6988
semicolon,;,417021,0.6988
colon,:,417036,0.6988
semicolon,;,417042,0.6988
colon,:,417053,0.6988
full_stop,.,417056,0.6988
semicolon,;,417060,0.6988
colon,:,417077,0.6989
semicolon,;,417088,0.6989
colon,:,417111,0.6989
semicolon,;,417119,0.6989
colon,:,417128,0.6989
colon,:,417147,0.699
colon,:,417170,0.699
full_stop,.,417191,0.6991
colon,:,417207,0.6991
colon,:,417230,0.6991
comma,",",417251,0.6992
colon,:,417263,0.6992
colon,:,417286,0.6992
question_mark,?,417307,0.6992
colon,:,417322,0.6993
colon,:,417345,0.6993
exclamation,!,417366,0.6993
colon,:,417384,0.6994
colon,:,417407,0.6994
semicolon,;,417428,0.6994
colon,:,417444,0.6995
colon,:,417467,0.6995
colon,:,417488,0.6996
colon,:,417500,0.6996
colon,:,417523,0.6996
colon,:,417563,0.6997
colon,:,417586,0.6997
full_stop,.,417607,0.6997
full_stop,.,417608,0.6998
full_stop,.,417609,0.6998
comma,",",417623,0.6998
colon,:,417634,0.6998
comma,",",417651,0.6998
colon,:,417678,0.6999
colon,:,417694,0.6999
colon,:,417697,0.6999
full_stop,.,417700,0.6999
comma,",",417709,0.6999
colon,:,417731,0.7
colon,:,417747,0.7
colon,:,417750,0.7
full_stop,.,417753,0.7
comma,",",417762,0.7
colon,:,417775,0.7
comma,",",417781,0.7
colon,:,417793,0.7001
comma,",",417805,0.7001
colon,:,417815,0.7001
comma,",",417849,0.7002
colon,:,417861,0.7002
comma,",",417876,0.7002
colon,:,417889,0.7002
colon,:,417912,0.7003
comma,",",417956,0.7003
colon,:,417973,0.7004
full_stop,.,417984,0.7004
colon,:,418020,0.7004
semicolon,;,418026,0.7005
colon,:,418062,0.7005
comma,",",418072,0.7005
semicolon,;,418078,0.7005
colon,:,418096,0.7006
semicolon,;,418102,0.7006
colon,:,418130,0.7006
semicolon,;,418136,0.7006
full_stop,.,418160,0.7007
colon,:,418202,0.7007
semicolon,;,418212,0.7008
colon,:,418235,0.7008
semicolon,;,418243,0.7008
colon,:,418264,0.7009
semicolon,;,418284,0.7009
colon,:,418312,0.7009
semicolon,;,418318,0.7009
colon,:,418349,0.701
semicolon,;,418358,0.701
colon,:,418379,0.701
semicolon,;,418388,0.7011
colon,:,418413,0.7011
full_stop,.,418426,0.7011
comma,",",418434,0.7011
full_stop,.,418448,0.7012
semicolon,;,418456,0.7012
colon,:,418483,0.7012
semicolon,;,418486,0.7012
full_stop,.,418510,0.7013
colon,:,418528,0.7013
colon,:,418559,0.7013
semicolon,;,418577,0.7014
colon,:,418602,0.7014
comma,",",418622,0.7015
comma,",",418627,0.7015
comma,",",418632,0.7015
full_stop,.,418635,0.7015
semicolon,;,418638,0.7015
full_stop,.,418662,0.7015
colon,:,418705,0.7016
semicolon,;,418711,0.7016
colon,:,418719,0.7016
semicolon,;,418725,0.7016
colon,:,418750,0.7017
semicolon,;,418757,0.7017
colon,:,418779,0.7017
semicolon,;,418786,0.7017
colon,:,418814,0.7018
semicolon,;,418820,0.7018
full_stop,.,418844,0.7018
colon,:,418887,0.7019
semicolon,;,418897,0.7019
colon,:,418918,0.7019
semicolon,;,418921,0.702
colon,:,418927,0.702
semicolon,;,418930,0.702
colon,:,418937,0.702
semicolon,;,418940,0.702
colon,:,418965,0.702
comma,",",418994,0.7021
comma,",",419003,0.7021
comma,",",419007,0.7021
comma,",",419011,0.7021
full_stop,.,419014,0.7021
semicolon,;,419018,0.7021
colon,:,419038,0.7021
semicolon,;,419047,0.7022
colon,:,419069,0.7022
semicolon,;,419083,0.7022
colon,:,419107,0.7023
full_stop,.,419110,0.7023
semicolon,;,419115,0.7023
colon,:,419141,0.7023
semicolon,;,419147,0.7023
colon,:,419172,0.7024
semicolon,;,419180,0.7024
colon,:,419208,0.7024
semicolon,;,419223,0.7025
full_stop,.,419247,0.7025
colon,:,419279,0.7026
full_stop,.,419282,0.7026
semicolon,;,419286,0.7026
colon,:,419295,0.7026
semicolon,;,419302,0.7026
colon,:,419317,0.7026
semicolon,;,419322,0.7026
colon,:,419354,0.7027
full_stop,.,419365,0.7027
colon,:,419402,0.7028
comma,",",419412,0.7028
semicolon,;,419418,0.7028
comma,",",419424,0.7028
colon,:,419441,0.7028
full_stop,.,419452,0.7028
colon,:,419488,0.7029
semicolon,;,419494,0.7029
colon,:,419530,0.703
comma,",",419540,0.703
semicolon,;,419546,0.703
colon,:,419564,0.703
semicolon,;,419569,0.703
colon,:,419597,0.7031
semicolon,;,419603,0.7031
full_stop,.,419627,0.7031
colon,:,419669,0.7032
semicolon,;,419679,0.7032
colon,:,419702,0.7033
semicolon,;,419710,0.7033
colon,:,419731,0.7033
semicolon,;,419751,0.7033
colon,:,419779,0.7034
semicolon,;,419785,0.7034
colon,:,419816,0.7035
semicolon,;,419825,0.7035
colon,:,419846,0.7035
semicolon,;,419855,0.7035
colon,:,419880,0.7036
full_stop,.,419893,0.7036
comma,",",419901,0.7036
full_stop,.,419915,0.7036
semicolon,;,419923,0.7036
colon,:,419950,0.7037
semicolon,;,419953,0.7037
full_stop,.,419977,0.7037
colon,:,419995,0.7038
colon,:,420026,0.7038
semicolon,;,420044,0.7038
colon,:,420069,0.7039
comma,",",420090,0.7039
comma,",",420094,0.7039
comma,",",420098,0.7039
full_stop,.,420101,0.7039
semicolon,;,420104,0.7039
full_stop,.,420128,0.704
colon,:,420171,0.704
semicolon,;,420177,0.7041
colon,:,420185,0.7041
semicolon,;,420191,0.7041
colon,:,420216,0.7041
semicolon,;,420223,0.7041
colon,:,420245,0.7042
semicolon,;,420252,0.7042
colon,:,420280,0.7042
semicolon,;,420286,0.7042
colon,:,420308,0.7043
full_stop,.,420311,0.7043
semicolon,;,420314,0.7043
colon,:,420339,0.7043
full_stop,.,420350,0.7043
semicolon,;,420358,0.7044
full_stop,.,420382,0.7044
colon,:,420400,0.7044
colon,:,420420,0.7045
semicolon,;,420423,0.7045
full_stop,.,420438,0.7045
colon,:,420481,0.7046
semicolon,;,420491,0.7046
colon,:,420512,0.7046
semicolon,;,420515,0.7046
colon,:,420521,0.7046
semicolon,;,420524,0.7046
colon,:,420531,0.7046
semicolon,;,420534,0.7047
colon,:,420559,0.7047
comma,",",420588,0.7047
comma,",",420596,0.7048
comma,",",420598,0.7048
comma,",",420600,0.7048
full_stop,.,420602,0.7048
semicolon,;,420607,0.7048
colon,:,420627,0.7048
semicolon,;,420636,0.7048
colon,:,420658,0.7049
semicolon,;,420673,0.7049
colon,:,420697,0.7049
full_stop,.,420700,0.7049
semicolon,;,420704,0.7049
colon,:,420730,0.705
semicolon,;,420736,0.705
colon,:,420761,0.705
semicolon,;,420769,0.705
colon,:,420797,0.7051
semicolon,;,420812,0.7051
full_stop,.,420836,0.7052
colon,:,420868,0.7052
semicolon,;,420873,0.7052
colon,:,420882,0.7052
semicolon,;,420889,0.7052
colon,:,420904,0.7053
semicolon,;,420909,0.7053
colon,:,420922,0.7053
semicolon,;,420925,0.7053
colon,:,420957,0.7054
full_stop,.,420968,0.7054
colon,:,421005,0.7054
comma,",",421015,0.7055
semicolon,;,421021,0.7055
comma,",",421027,0.7055
colon,:,421041,0.7055
full_stop,.,421078,0.7056
comma,",",421090,0.7056
colon,:,421105,0.7056
comma,",",421149,0.7057
colon,:,421173,0.7057
comma,",",421179,0.7057
colon,:,421207,0.7058
comma,",",421213,0.7058
colon,:,421230,0.7058
comma,",",421238,0.7058
colon,:,421253,0.7059
comma,",",421259,0.7059
colon,:,421282,0.7059
colon,:,421298,0.7059
comma,",",421306,0.7059
colon,:,421320,0.706
comma,",",421370,0.7061
colon,:,421394,0.7061
comma,",",421400,0.7061
colon,:,421420,0.7061
comma,",",421426,0.7061
colon,:,421444,0.7062
comma,",",421450,0.7062
colon,:,421472,0.7062
comma,",",421482,0.7062
colon,:,421509,0.7063
comma,",",421515,0.7063
colon,:,421537,0.7063
comma,",",421543,0.7063
colon,:,421556,0.7064
comma,",",421562,0.7064
colon,:,421574,0.7064
comma,",",421589,0.7064
colon,:,421608,0.7065
comma,",",421642,0.7065
colon,:,421654,0.7065
comma,",",421669,0.7066
colon,:,421684,0.7066
colon,:,421710,0.7066
comma,",",421718,0.7066
colon,:,421734,0.7067
full_stop,.,421803,0.7068
comma,",",421809,0.7068
colon,:,421825,0.7068
comma,",",421879,0.7069
colon,:,421895,0.7069
comma,",",421902,0.7069
colon,:,421928,0.707
comma,",",421934,0.707
colon,:,421946,0.707
colon,:,421980,0.7071
comma,",",421994,0.7071
colon,:,422009,0.7071
comma,",",422015,0.7071
colon,:,422039,0.7072
comma,",",422045,0.7072
colon,:,422067,0.7072
comma,",",422073,0.7072
colon,:,422101,0.7073
comma,",",422107,0.7073
colon,:,422124,0.7073
comma,",",422132,0.7073
colon,:,422155,0.7074
colon,:,422171,0.7074
comma,",",422179,0.7074
colon,:,422193,0.7074
full_stop,.,422262,0.7075
comma,",",422278,0.7076
colon,:,422305,0.7076
colon,:,422321,0.7076
colon,:,422324,0.7077
full_stop,.,422327,0.7077
comma,",",422336,0.7077
colon,:,422358,0.7077
colon,:,422374,0.7077
colon,:,422377,0.7077
full_stop,.,422380,0.7077
comma,",",422389,0.7078
colon,:,422402,0.7078
comma,",",422408,0.7078
colon,:,422420,0.7078
comma,",",422432,0.7078
colon,:,422442,0.7079
comma,",",422476,0.7079
colon,:,422488,0.7079
comma,",",422503,0.708
colon,:,422516,0.708
colon,:,422539,0.708
comma,",",422603,0.7081
colon,:,422620,0.7081
full_stop,.,422676,0.7082
colon,:,422724,0.7083
semicolon,;,422733,0.7083
colon,:,422754,0.7084
semicolon,;,422760,0.7084
colon,:,422788,0.7084
semicolon,;,422794,0.7084
colon,:,422816,0.7085
semicolon,;,422819,0.7085
colon,:,422840,0.7085
semicolon,;,422848,0.7085
colon,:,422873,0.7086
semicolon,;,422881,0.7086
colon,:,422904,0.7086
semicolon,;,422912,0.7086
colon,:,422935,0.7087
semicolon,;,422945,0.7087
full_stop,.,422969,0.7087
colon,:,423010,0.7088
semicolon,;,423016,0.7088
colon,:,423037,0.7088
semicolon,;,423044,0.7089
colon,:,423066,0.7089
semicolon,;,423072,0.7089
colon,:,423101,0.709
semicolon,;,423109,0.709
colon,:,423139,0.709
semicolon,;,423147,0.709
colon,:,423173,0.7091
semicolon,;,423181,0.7091
colon,:,423212,0.7091
semicolon,;,423221,0.7092
colon,:,423241,0.7092
semicolon,;,423247,0.7092
full_stop,.,423271,0.7092
colon,:,423308,0.7093
semicolon,;,423313,0.7093
colon,:,423328,0.7093
semicolon,;,423334,0.7093
colon,:,423343,0.7094
full_stop,.,423346,0.7094
semicolon,;,423348,0.7094
full_stop,.,423361,0.7094
colon,:,423398,0.7095
full_stop,.,423401,0.7095
semicolon,;,423405,0.7095
colon,:,423414,0.7095
full_stop,.,423417,0.7095
semicolon,;,423419,0.7095
colon,:,423426,0.7095
semicolon,;,423432,0.7095
colon,:,423448,0.7095
full_stop,.,423451,0.7095
semicolon,;,423455,0.7095
full_stop,.,423470,0.7096
colon,:,423511,0.7096
semicolon,;,423517,0.7097
colon,:,423542,0.7097
semicolon,;,423549,0.7097
colon,:,423574,0.7097
semicolon,;,423581,0.7098
colon,:,423603,0.7098
semicolon,;,423610,0.7098
colon,:,423631,0.7098
semicolon,;,423634,0.7098
colon,:,423656,0.7099
semicolon,;,423659,0.7099
colon,:,423680,0.7099
semicolon,;,423686,0.7099
colon,:,423714,0.71
semicolon,;,423717,0.71
full_stop,.,423741,0.71
colon,:,423782,0.7101
full_stop,.,423785,0.7101
semicolon,;,423790,0.7101
colon,:,423810,0.7101
semicolon,;,423816,0.7102
colon,:,423841,0.7102
semicolon,;,423849,0.7102
colon,:,423870,0.7102
semicolon,;,423873,0.7102
colon,:,423895,0.7103
semicolon,;,423906,0.7103
colon,:,423931,0.7103
semicolon,;,423940,0.7104
colon,:,423961,0.7104
semicolon,;,423967,0.7104
colon,:,423992,0.7104
semicolon,;,423998,0.7105
full_stop,.,424022,0.7105
colon,:,424063,0.7106
semicolon,;,424069,0.7106
colon,:,424089,0.7106
semicolon,;,424098,0.7106
colon,:,424120,0.7107
semicolon,;,424133,0.7107
colon,:,424157,0.7107
full_stop,.,424160,0.7107
semicolon,;,424164,0.7107
colon,:,424194,0.7108
semicolon,;,424200,0.7108
colon,:,424229,0.7108
full_stop,.,424232,0.7109
semicolon,;,424237,0.7109
colon,:,424266,0.7109
semicolon,;,424277,0.7109
colon,:,424299,0.711
semicolon,;,424306,0.711
colon,:,424331,0.711
semicolon,;,424337,0.711
colon,:,424362,0.7111
semicolon,;,424371,0.7111
comma,",",424384,0.7111
colon,:,424401,0.7111
full_stop,.,424443,0.7112
colon,:,424491,0.7113
semicolon,;,424500,0.7113
colon,:,424521,0.7113
semicolon,;,424541,0.7114
colon,:,424569,0.7114
semicolon,;,424575,0.7114
colon,:,424597,0.7115
semicolon,;,424603,0.7115
colon,:,424624,0.7115
semicolon,;,424632,0.7115
colon,:,424657,0.7116
semicolon,;,424665,0.7116
full_stop,.,424689,0.7116
colon,:,424730,0.7117
semicolon,;,424736,0.7117
colon,:,424747,0.7117
semicolon,;,424754,0.7117
colon,:,424762,0.7117
semicolon,;,424769,0.7118
colon,:,424790,0.7118
semicolon,;,424810,0.7118
colon,:,424838,0.7119
semicolon,;,424844,0.7119
colon,:,424865,0.7119
semicolon,;,424883,0.7119
colon,:,424905,0.712
semicolon,;,424911,0.712
colon,:,424940,0.712
semicolon,;,424948,0.7121
colon,:,424978,0.7121
semicolon,;,424986,0.7121
colon,:,425012,0.7122
semicolon,;,425020,0.7122
colon,:,425051,0.7122
semicolon,;,425060,0.7122
colon,:,425080,0.7123
semicolon,;,425089,0.7123
full_stop,.,425113,0.7123
colon,:,425150,0.7124
semicolon,;,425155,0.7124
colon,:,425170,0.7124
semicolon,;,425176,0.7124
colon,:,425185,0.7124
full_stop,.,425188,0.7125
semicolon,;,425190,0.7125
full_stop,.,425203,0.7125
colon,:,425240,0.7125
full_stop,.,425243,0.7125
semicolon,;,425247,0.7126
colon,:,425256,0.7126
full_stop,.,425259,0.7126
semicolon,;,425261,0.7126
full_stop,.,425276,0.7126
colon,:,425308,0.7127
semicolon,;,425314,0.7127
colon,:,425322,0.7127
semicolon,;,425328,0.7127
colon,:,425336,0.7127
semicolon,;,425356,0.7127
colon,:,425371,0.7128
semicolon,;,425377,0.7128
colon,:,425392,0.7128
semicolon,;,425398,0.7128
colon,:,425416,0.7128
semicolon,;,425425,0.7128
colon,:,425434,0.7129
semicolon,;,425440,0.7129
full_stop,.,425455,0.7129
colon,:,425483,0.7129
full_stop,.,425486,0.713
semicolon,;,425491,0.713
colon,:,425498,0.713
semicolon,;,425507,0.713
colon,:,425519,0.713
semicolon,;,425527,0.713
colon,:,425535,0.713
semicolon,;,425538,0.713
colon,:,425547,0.7131
semicolon,;,425550,0.7131
colon,:,425558,0.7131
semicolon,;,425564,0.7131
colon,:,425576,0.7131
semicolon,;,425582,0.7131
full_stop,.,425595,0.7131
colon,:,425623,0.7132
semicolon,;,425629,0.7132
colon,:,425636,0.7132
semicolon,;,425645,0.7132
colon,:,425660,0.7132
semicolon,;,425666,0.7133
colon,:,425677,0.7133
full_stop,.,425680,0.7133
semicolon,;,425684,0.7133
colon,:,425701,0.7133
semicolon,;,425712,0.7133
colon,:,425735,0.7134
semicolon,;,425743,0.7134
comma,",",425747,0.7134
colon,:,425761,0.7134
full_stop,.,425798,0.7135
comma,",",425810,0.7135
colon,:,425825,0.7135
comma,",",425889,0.7136
colon,:,425913,0.7137
comma,",",425919,0.7137
colon,:,425947,0.7137
comma,",",425953,0.7137
colon,:,425970,0.7138
comma,",",425978,0.7138
colon,:,425993,0.7138
comma,",",425999,0.7138
colon,:,426022,0.7138
colon,:,426038,0.7139
comma,",",426046,0.7139
colon,:,426060,0.7139
comma,",",426130,0.714
colon,:,426154,0.7141
comma,",",426160,0.7141
colon,:,426180,0.7141
comma,",",426186,0.7141
colon,:,426204,0.7142
comma,",",426210,0.7142
colon,:,426232,0.7142
comma,",",426242,0.7142
colon,:,426269,0.7143
comma,",",426275,0.7143
colon,:,426297,0.7143
comma,",",426303,0.7143
colon,:,426316,0.7143
comma,",",426322,0.7144
colon,:,426334,0.7144
comma,",",426349,0.7144
colon,:,426368,0.7144
comma,",",426402,0.7145
colon,:,426414,0.7145
comma,",",426429,0.7145
colon,:,426444,0.7146
colon,:,426470,0.7146
comma,",",426478,0.7146
colon,:,426494,0.7146
full_stop,.,426563,0.7148
comma,",",426569,0.7148
colon,:,426585,0.7148
comma,",",426639,0.7149
colon,:,426655,0.7149
comma,",",426662,0.7149
colon,:,426688,0.715
comma,",",426694,0.715
colon,:,426706,0.715
colon,:,426740,0.7151
comma,",",426754,0.7151
colon,:,426769,0.7151
comma,",",426775,0.7151
colon,:,426799,0.7152
comma,",",426805,0.7152
colon,:,426827,0.7152
comma,",",426833,0.7152
colon,:,426861,0.7153
comma,",",426867,0.7153
colon,:,426884,0.7153
comma,",",426892,0.7153
colon,:,426915,0.7153
colon,:,426931,0.7154
comma,",",426939,0.7154
colon,:,426953,0.7154
full_stop,.,427022,0.7155
comma,",",427038,0.7156
colon,:,427065,0.7156
colon,:,427081,0.7156
colon,:,427084,0.7156
full_stop,.,427087,0.7156
comma,",",427096,0.7156
colon,:,427118,0.7157
colon,:,427134,0.7157
colon,:,427137,0.7157
full_stop,.,427140,0.7157
comma,",",427149,0.7157
colon,:,427162,0.7158
comma,",",427168,0.7158
colon,:,427180,0.7158
comma,",",427188,0.7158
colon,:,427200,0.7158
comma,",",427259,0.7159
colon,:,427308,0.716
comma,",",427310,0.716
colon,:,427327,0.716
comma,",",427335,0.716
colon,:,427362,0.7161
colon,:,427378,0.7161
colon,:,427381,0.7161
full_stop,.,427384,0.7161
comma,",",427393,0.7161
colon,:,427415,0.7162
colon,:,427431,0.7162
colon,:,427434,0.7162
full_stop,.,427437,0.7162
comma,",",427446,0.7162
colon,:,427459,0.7163
comma,",",427465,0.7163
colon,:,427477,0.7163
comma,",",427489,0.7163
colon,:,427499,0.7163
comma,",",427533,0.7164
colon,:,427545,0.7164
comma,",",427560,0.7164
colon,:,427573,0.7164
colon,:,427596,0.7165
comma,",",427647,0.7166
colon,:,427664,0.7166
full_stop,.,427719,0.7167
colon,:,427775,0.7168
semicolon,;,427784,0.7168
colon,:,427805,0.7168
semicolon,;,427825,0.7169
colon,:,427853,0.7169
semicolon,;,427859,0.7169
colon,:,427887,0.717
semicolon,;,427893,0.717
colon,:,427916,0.717
semicolon,;,427924,0.717
full_stop,.,427948,0.7171
colon,:,427990,0.7171
semicolon,;,427996,0.7172
colon,:,428022,0.7172
semicolon,;,428030,0.7172
colon,:,428048,0.7172
semicolon,;,428054,0.7173
colon,:,428076,0.7173
semicolon,;,428092,0.7173
colon,:,428123,0.7174
semicolon,;,428132,0.7174
colon,:,428156,0.7174
semicolon,;,428162,0.7174
full_stop,.,428186,0.7175
colon,:,428230,0.7175
full_stop,.,428233,0.7176
semicolon,;,428237,0.7176
colon,:,428257,0.7176
semicolon,;,428263,0.7176
colon,:,428271,0.7176
semicolon,;,428277,0.7176
colon,:,428299,0.7177
semicolon,;,428305,0.7177
colon,:,428335,0.7177
semicolon,;,428343,0.7177
colon,:,428369,0.7178
semicolon,;,428377,0.7178
colon,:,428408,0.7178
semicolon,;,428417,0.7179
colon,:,428437,0.7179
semicolon,;,428446,0.7179
colon,:,428474,0.718
semicolon,;,428479,0.718
colon,:,428505,0.718
semicolon,;,428508,0.718
colon,:,428534,0.7181
semicolon,;,428540,0.7181
full_stop,.,428564,0.7181
colon,:,428588,0.7181
semicolon,;,428591,0.7182
colon,:,428602,0.7182
semicolon,;,428609,0.7182
full_stop,.,428624,0.7182
colon,:,428653,0.7183
full_stop,.,428656,0.7183
semicolon,;,428660,0.7183
colon,:,428673,0.7183
semicolon,;,428679,0.7183
colon,:,428686,0.7183
semicolon,;,428695,0.7183
colon,:,428703,0.7183
semicolon,;,428714,0.7184
colon,:,428722,0.7184
semicolon,;,428728,0.7184
colon,:,428740,0.7184
semicolon,;,428746,0.7184
colon,:,428755,0.7184
semicolon,;,428758,0.7184
full_stop,.,428771,0.7185
colon,:,428801,0.7185
full_stop,.,428804,0.7185
semicolon,;,428808,0.7185
colon,:,428815,0.7185
semicolon,;,428821,0.7185
colon,:,428829,0.7186
semicolon,;,428840,0.7186
colon,:,428848,0.7186
semicolon,;,428854,0.7186
colon,:,428866,0.7186
semicolon,;,428872,0.7186
colon,:,428881,0.7186
semicolon,;,428884,0.7186
colon,:,428900,0.7187
full_stop,.,428903,0.7187
semicolon,;,428907,0.7187
colon,:,428923,0.7187
semicolon,;,428934,0.7187
full_stop,.,428947,0.7188
colon,:,428978,0.7188
semicolon,;,428992,0.7188
colon,:,429010,0.7189
semicolon,;,429023,0.7189
colon,:,429030,0.7189
semicolon,;,429039,0.7189
colon,:,429048,0.7189
semicolon,;,429058,0.7189
colon,:,429073,0.719
semicolon,;,429079,0.719
colon,:,429090,0.719
full_stop,.,429093,0.719
semicolon,;,429097,0.719
colon,:,429105,0.719
semicolon,;,429124,0.719
full_stop,.,429139,0.7191
colon,:,429166,0.7191
semicolon,;,429169,0.7191
comma,",",429173,0.7191
colon,:,429190,0.7192
full_stop,.,429245,0.7193
colon,:,429301,0.7193
semicolon,;,429310,0.7194
colon,:,429331,0.7194
semicolon,;,429351,0.7194
colon,:,429379,0.7195
semicolon,;,429385,0.7195
colon,:,429413,0.7195
semicolon,;,429419,0.7195
colon,:,429442,0.7196
semicolon,;,429450,0.7196
full_stop,.,429474,0.7196
colon,:,429516,0.7197
semicolon,;,429522,0.7197
colon,:,429548,0.7198
semicolon,;,429556,0.7198
colon,:,429574,0.7198
semicolon,;,429580,0.7198
colon,:,429602,0.7198
semicolon,;,429608,0.7199
colon,:,429639,0.7199
semicolon,;,429648,0.7199
colon,:,429676,0.72
semicolon,;,429696,0.72
colon,:,429720,0.72
semicolon,;,429726,0.7201
full_stop,.,429750,0.7201
colon,:,429794,0.7202
semicolon,;,429799,0.7202
colon,:,429819,0.7202
semicolon,;,429825,0.7202
colon,:,429833,0.7202
semicolon,;,429839,0.7202
colon,:,429861,0.7203
semicolon,;,429867,0.7203
colon,:,429897,0.7203
semicolon,;,429905,0.7204
colon,:,429931,0.7204
semicolon,;,429939,0.7204
colon,:,429970,0.7205
semicolon,;,429979,0.7205
colon,:,429999,0.7205
semicolon,;,430006,0.7205
colon,:,430034,0.7206
semicolon,;,430039,0.7206
colon,:,430065,0.7206
semicolon,;,430068,0.7206
full_stop,.,430092,0.7207
colon,:,430116,0.7207
semicolon,;,430119,0.7207
colon,:,430130,0.7207
semicolon,;,430137,0.7207
full_stop,.,430152,0.7208
colon,:,430181,0.7208
full_stop,.,430184,0.7208
semicolon,;,430188,0.7208
colon,:,430201,0.7209
semicolon,;,430207,0.7209
colon,:,430214,0.7209
semicolon,;,430223,0.7209
colon,:,430231,0.7209
semicolon,;,430242,0.7209
colon,:,430250,0.7209
semicolon,;,430256,0.7209
colon,:,430268,0.721
semicolon,;,430274,0.721
colon,:,430283,0.721
semicolon,;,430286,0.721
full_stop,.,430299,0.721
colon,:,430329,0.7211
semicolon,;,430334,0.7211
colon,:,430341,0.7211
semicolon,;,430350,0.7211
colon,:,430358,0.7211
semicolon,;,430369,0.7211
colon,:,430377,0.7211
semicolon,;,430383,0.7212
colon,:,430395,0.7212
semicolon,;,430401,0.7212
colon,:,430410,0.7212
semicolon,;,430413,0.7212
full_stop,.,430426,0.7212
colon,:,430457,0.7213
semicolon,;,430471,0.7213
colon,:,430489,0.7213
semicolon,;,430498,0.7213
colon,:,430505,0.7214
semicolon,;,430514,0.7214
colon,:,430523,0.7214
semicolon,;,430533,0.7214
colon,:,430548,0.7214
semicolon,;,430554,0.7214
colon,:,430565,0.7215
full_stop,.,430568,0.7215
semicolon,;,430573,0.7215
colon,:,430581,0.7215
semicolon,;,430600,0.7215
full_stop,.,430615,0.7215
colon,:,430642,0.7216
semicolon,;,430648,0.7216
comma,",",430652,0.7216
colon,:,430666,0.7216
full_stop,.,430703,0.7217
comma,",",430715,0.7217
colon,:,430730,0.7217
comma,",",430781,0.7218
colon,:,430805,0.7219
comma,",",430811,0.7219
colon,:,430839,0.7219
comma,",",430845,0.7219
colon,:,430862,0.722
comma,",",430870,0.722
colon,:,430885,0.722
comma,",",430891,0.722
colon,:,430914,0.722
colon,:,430930,0.7221
comma,",",430938,0.7221
colon,:,430952,0.7221
comma,",",431009,0.7222
colon,:,431033,0.7222
comma,",",431039,0.7223
colon,:,431059,0.7223
comma,",",431065,0.7223
colon,:,431083,0.7223
comma,",",431089,0.7223
colon,:,431111,0.7224
comma,",",431121,0.7224
colon,:,431148,0.7224
comma,",",431154,0.7224
colon,:,431176,0.7225
comma,",",431182,0.7225
colon,:,431195,0.7225
comma,",",431201,0.7225
colon,:,431213,0.7225
comma,",",431228,0.7226
colon,:,431247,0.7226
comma,",",431281,0.7227
colon,:,431293,0.7227
comma,",",431308,0.7227
colon,:,431323,0.7227
colon,:,431349,0.7228
comma,",",431357,0.7228
colon,:,431373,0.7228
full_stop,.,431442,0.7229
comma,",",431448,0.7229
colon,:,431464,0.723
comma,",",431518,0.7231
colon,:,431534,0.7231
comma,",",431541,0.7231
colon,:,431567,0.7231
comma,",",431573,0.7232
colon,:,431585,0.7232
colon,:,431619,0.7232
comma,",",431633,0.7233
colon,:,431648,0.7233
comma,",",431654,0.7233
colon,:,431678,0.7233
comma,",",431684,0.7233
colon,:,431706,0.7234
comma,",",431712,0.7234
colon,:,431740,0.7234
comma,",",431746,0.7234
colon,:,431763,0.7235
comma,",",431771,0.7235
colon,:,431794,0.7235
colon,:,431810,0.7235
comma,",",431818,0.7236
colon,:,431832,0.7236
full_stop,.,431901,0.7237
comma,",",431917,0.7237
colon,:,431944,0.7238
colon,:,431960,0.7238
colon,:,431963,0.7238
full_stop,.,431966,0.7238
comma,",",431975,0.7238
colon,:,431997,0.7239
colon,:,432013,0.7239
colon,:,432016,0.7239
full_stop,.,432019,0.7239
comma,",",432028,0.7239
colon,:,432041,0.7239
comma,",",432047,0.7239
colon,:,432059,0.724
comma,",",432067,0.724
colon,:,432079,0.724
colon,:,432184,0.7242
comma,",",432186,0.7242
colon,:,432203,0.7242
comma,",",432211,0.7242
colon,:,432238,0.7243
colon,:,432254,0.7243
colon,:,432257,0.7243
full_stop,.,432260,0.7243
comma,",",432269,0.7243
colon,:,432291,0.7244
colon,:,432307,0.7244
colon,:,432310,0.7244
full_stop,.,432313,0.7244
comma,",",432322,0.7244
colon,:,432335,0.7244
comma,",",432341,0.7244
colon,:,432353,0.7245
